"COUNTY","SCHOOL","school_code"
"RIVERSIDE","RIVERSIDE GARDEN ELEM",6976906
"RIVERSIDE","SAINT CATHERINE OF ALEXANDRIA SCHOOL",6976922
"RIVERSIDE","ST EDWARD SCHOOL",6976930
"RIVERSIDE","ST FRANCIS DE SALES ELEM",6976948
"RIVERSIDE","ST HYACINTH ACADEMY",6976955
"RIVERSIDE","ST JAMES CATHOLIC SCHOOL",6976963
"RIVERSIDE","ST THERESA",6976989
"RIVERSIDE","SAINT THOMAS APOSTLE",6976997
"LOS ANGELES","SINAI AKIBA ACADEMY",6977003
"LOS ANGELES","ARCADIA CHRTN",6977045
"LOS ANGELES","ARCADIA MONTESSORI SCHOOL",6977052
"LOS ANGELES","BELLFLOWER CHRTN ELEM",6977128
"LOS ANGELES","ADVENTIST UNION SCHOOL",6977136
"LOS ANGELES","BETHEL LUTHERAN ELEM",6977326
"ORANGE","GRACE CHRISTIAN SCHOOL OF CYPRESS",6977334
"LOS ANGELES","BRETHREN ELEM & JR HI",6977342
"LOS ANGELES","CALVARY CHRISTIAN SCH",6977383
"ALAMEDA","CARDEN - WEST",6977425
"LOS ANGELES","CARDEN SCHOOL OF WHIT",6977433
"LOS ANGELES","CARLTHORP",6977441
"LOS ANGELES","CASA MONTESSORI",6977458
"LOS ANGELES","CASTLEMONT/ENCINO CAM",6977466
"LOS ANGELES","CHANDLER ELEM",6977490
"LOS ANGELES","D&L CAROUSEL",6977496
"LOS ANGELES","CRESCENTA VALLEY ADVE",6977607
"LOS ANGELES","ANTELOPE VALLEY SDA",6977680
"LOS ANGELES","DIVINE PROVIDENCE KDG",6977706
"LOS ANGELES","EAST LA LIGHT AND LIF",6977730
"LOS ANGELES","EAST VALLEY ADVENTIST",6977748
"LOS ANGELES","EGREMONT SCHOOLS, INC",6977771
"LOS ANGELES","MONTESSORI CHILDREN'S HOUSE",6977797
"LOS ANGELES","BARNHART SCHOOL",6977821
"ALAMEDA","OUR LADY OF THE ROSARY",6977862
"CONTRA COSTA","CHILD DAY SCH",6977953
"CONTRA COSTA","TABERNACLE CHRISTIAN, INC",6977961
"MARIN","SAINT HILARY ELEMENTARY",6978084
"RIVERSIDE","RIVERSIDE CHRTN DAY",6978209
"SAN JOAQUIN","STOCKTON CHRISTIAN",6978225
"SAN JOAQUIN","CARDEN SCHOOL OF STOC",6978233
"SAN JOAQUIN","LODI ELEM SDA",6978282
"SAN JOAQUIN","PRESENTATION PARISH SCHOOL",6978290
"SAN JOAQUIN","ST ANNE'S ELEM",6978308
"SAN JOAQUIN","ST ANTHONY OF PADUA",6978316
"SAN JOAQUIN","SAINT BERNARD'S",6978324
"SAN JOAQUIN","ST GEORGE PARISH SCHOOL",6978332
"SAN JOAQUIN","ST GERTRUDES",6978340
"SAN JOAQUIN","ST LUKE'S",6978357
"SAN JOAQUIN","ST PETER EVANGELICAL LUTHERAN",6978365
"SAN JOAQUIN","TRACY SDA",6978399
"SAN JOAQUIN","TRINITY EVANGELICAL L",6978407
"SAN LUIS OBISPO","THE LAUREATE SCHOOL",6978415
"SAN LUIS OBISPO","COASTAL CHRTN",6978423
"SAN LUIS OBISPO","OLD MISSION SCHOOL",6978431
"SAN LUIS OBISPO","SAINT PATRICK'S CATHO",6978456
"SAN LUIS OBISPO","SAINT ROSE CATHOLIC SCHOOL",6978464
"SAN LUIS OBISPO","TRINITY LUTHERAN",6978472
"SAN LUIS OBISPO","VALLEY VIEW ADVENTIST",6978480
"SAN MATEO","ALL SOULS CATH",6978498
"SAN MATEO","ALMA HEIGHTS CHRISTIAN ACADEMY",6978506
"SAN MATEO","BELMONT OAKS ACAD",6978530
"SAN MATEO","THE CAREY SCHOOL",6978597
"SAN MATEO","GOOD SHEPHERD ELEMENTARY",6978621
"SAN MATEO","HAPPY HALL",6978639
"SAN MATEO","HILLDALE",6978647
"SAN MATEO","HOLY ANGELS ELEMENTARY",6978654
"SAN MATEO","IMMACULATE HEART OF M",6978662
"SAN MATEO","MATER DOLOROSA",6978688
"SAN MATEO","NATIVITY ELEM",6978696
"SAN MATEO","NOTRE DAME ELEMENTARY",6978704
"SAN MATEO","THE NUEVA SCHOOL",6978712
"SAN MATEO","OUR LADY OF ANGELS ELEMENTARY",6978720
"SAN MATEO","OUR LADY OF MERCY",6978738
"SAN MATEO","OUR LADY OF MT CARMEL",6978746
"SAN MATEO","PENINSULA",6978753
"SAN MATEO","REDEEMER LUTHERAN SCHOOL",6978787
"SAN MATEO","ROGER WILLIAMS ACADEM",6978803
"SAN MATEO","SAINT CATHERINE OF SI",6978811
"SAN MATEO","ST CHARLES ELEMENTARY",6978829
"SAN MATEO","ST DUNSTAN'S",6978837
"SAN MATEO","ST GREGORY",6978852
"SAN MATEO","ST JOSEPH'S",6978860
"SAN MATEO","SAINT MATTHEW CATHOLI",6978878
"SAN MATEO","ST MATTHEW'S EPISCOPAL DAY SCHOOL",6978886
"SAN MATEO","ST PIUS",6978894
"SAN MATEO","ST RAYMOND'S",6978902
"SAN MATEO","ST ROBERT'S",6978910
"SAN MATEO","ST TIMOTHY SCHOOL",6978928
"SAN MATEO","ST VERONICA'S",6978936
"SANTA BARBARA","SANTA BARBARA CHRISTIAN SCHOOL",6978944
"SANTA BARBARA","CRANE COUNTRY DAY SCH",6979009
"ALAMEDA","KINDER - CARE #461",6979132
"LOS ANGELES","COUNTRY SCHOOL, THE",6979165
"LOS ANGELES","WONDERLAND PRIMARY",6979199
"LOS ANGELES","LILLIPUT KINDERGARTEN",6979231
"SANTA CLARA","FIVE WOUNDS",6979306
"SANTA CLARA","HILLBROOK ELEM",6979322
"SANTA CLARA","CHALLENGER SCH  -  SARA",6979330
"SANTA CLARA","MIRAMONTE",6979355
"SANTA CLARA","MOST HOLY TRINITY SCHOOL",6979371
"SANTA CLARA","QUEEN OF APOSTLES",6979421
"SANTA CLARA","RESURRECTION ELEMENTARY",6979447
"SANTA CLARA","SACRED HEART",6979462
"SANTA CLARA","ST ELIZABETH SETON",6979470
"LOS ANGELES","BETH MEIER HEBREW ELE",6979496
"LOS ANGELES","FIRST BAPTIST CHURCH",6979538
"LOS ANGELES","FIRST CHRTN NEW LIFE",6979553
"LOS ANGELES","FIRST LUTHERAN ELEM",6979579
"LOS ANGELES","FIRST LUTHERAN ELEM &",6979587
"LOS ANGELES","GOOD SHEPHERD CHRTN",6979686
"LOS ANGELES","GREEN GABLES",6979694
"LOS ANGELES","HIGH POINT ACAD",6979827
"LOS ANGELES","HUNTINGTON ACADEMY",6979850
"LOS ANGELES","INGLEWOOD CHRTN - DISC",6979884
"LOS ANGELES","CUMORAH ACAD",6979942
"LOS ANGELES","LANCASTER CHRTN",6979991
"SANTA CRUZ","GOOD SHEPHERD CATHOLI",6980023
"SANTA CRUZ","HOLY CROSS",6980049
"SANTA CRUZ","MORELAND NOTRE DAME",6980064
"SANTA CRUZ","SANTA CRUZ MONTESSORI",6980080
"SANTA CRUZ","VIRGIL HAUSELT MEMORI",6980098
"SHASTA","REDDING ADVENTIST",6980106
"SHASTA","SACRED HEART",6980148
"SHASTA","SAINT JOSEPH'S CATH SCH",6980155
"LOS ANGELES","LIGHT AND LIFE CHRTN",6980197
"SANTA CLARA","SAINT NICHOLAS",6980213
"SANTA CLARA","ST PATRICK ELEMENTARY",6980221
"SANTA CLARA","SAINT SIMON",6980239
"SANTA CLARA","ST VICTOR SCHOOL",6980247
"SANTA CLARA","LUTHERAN SCH OF OUR S",6980262
"SANTA CLARA","VALLEY CHRTN ELEM",6980338
"SANTA CLARA","WEST VALLEY SDA ELEM",6980353
"SANTA CLARA","ST ANDREW'S",6980387
"SANTA CLARA","ST CATHERINE ELEMENTARY",6980403
"SANTA CLARA","ST CHRISTOPHER ELEMENTARY",6980411
"SANTA CLARA","ST CLARE ELEMENTARY",6980429
"SANTA CLARA","ST CYPRIAN",6980437
"SANTA CLARA","ST FRANCES CABRINI ELEMENTARY SCHOOL",6980445
"SANTA CLARA","ST JOHN VIANNEY",6980452
"SANTA CLARA","ST JOSEPH OF CUPERTINO ELEMENTARY",6980460
"SANTA CLARA","ST JOSEPH CATHOLIC",6980478
"SANTA CLARA","SAINT JOSEPH OF CUPER",6980480
"SANTA CLARA","SAINT JUSTIN",6980494
"SANTA CLARA","ST LAWRENCE ELEMENTARY AND MIDDLE SCHOOL",6980502
"SANTA CLARA","ST LEO THE GREAT",6980510
"SANTA CLARA","ST LUCY PARISH SCHOOL",6980528
"SANTA CLARA","ST MARTIN'S ELEM",6980536
"SANTA CLARA","ST MARTIN OF TOURS E",6980544
"SANTA CLARA","ST MARY'S ELEMENTARY",6980551
"SAN FRANCISCO","SAINT MONICA",6980585
"SAN FRANCISCO","ST PAUL OF THE SHIPWR",6980593
"SAN FRANCISCO","SAINT PAUL ELEM",6980601
"SAN FRANCISCO","ST PETER'S SCHOOL",6980619
"SAN FRANCISCO","SAINT PHILIP",6980627
"SAN FRANCISCO","ST STEPHEN SCHOOL",6980643
"SAN FRANCISCO","SAINT THOMAS MORE ELEM",6980650
"SAN FRANCISCO","ST THOMAS THE APOSTLE SCHOOL",6980668
"SAN FRANCISCO","ST VINCENT DE PAUL",6980676
"SAN FRANCISCO","STS PETER AND PAUL ELEMENTARY",6980684
"SAN FRANCISCO","SAN FRANCISCO CHRTN",6980692
"SAN FRANCISCO","SAN FRANCISCO HEARING",6980700
"SAN FRANCISCO","SAN FRANCISCO JUNIOR",6980718
"SAN FRANCISCO","THE SAN FRANCISCO SCH",6980726
"SAN FRANCISCO","EPIPHANY ELEMENTARY",6980734
"SAN FRANCISCO","STAR OF THE SEA ELEM",6980742
"SAN FRANCISCO","STUART HALL FOR BOYS",6980759
"SAN FRANCISCO","TOWN SCH  FOR BOYS",6980833
"SAN FRANCISCO","WEST PORTAL LUTHERAN",6980874
"SAN FRANCISCO","ZION LUTHERAN ELEM",6980890
"SAN JOAQUIN","CATHEDRAL OF THE ANNUNCIATION SCHOOL",6980908
"SAN DIEGO","ALL SAINTS' EPISCOPAL",6980916
"SAN DIEGO","CHRIST CHURCH DAY SCH",6980924
"SAN DIEGO","MISSION BAY MONTESSORI ACADEMY",6980999
"SAN DIEGO","ST ANDREW'S EPISCOPAL",6981039
"SAN DIEGO","SAINT JOHN'S EPISCOPA",6981047
"SAN DIEGO","ST THERESE ACAD",6981054
"SAN FRANCISCO","CONVENT OF THE SACRED HEART ELEMENTARY",6981138
"SAN FRANCISCO","CORPUS CHRISTI",6981146
"SAN FRANCISCO","DISCOVERY CTR",6981153
"SAN FRANCISCO","FRENCH AMERICAN INT'L",6981195
"SAN FRANCISCO","HEBREW ACAD OF SAN FR",6981245
"SAN FRANCISCO","HOLY NAME ELEMENTARY",6981278
"SAN FRANCISCO","HOLY TRINITY ORTHODOX",6981286
"SAN FRANCISCO","SAINT JOHN'S  ELEM",6981310
"SAN FRANCISCO","KATHERINE DELMAR BURK",6981328
"SAN FRANCISCO","LIVE OAK SCHOOL",6981377
"SAN FRANCISCO","MISSION DOLORES GRAMM",6981419
"LOS ANGELES","NEW HORIZONS CDC",6981484
"SAN FRANCISCO","ECOLE NOTRE DAME DES",6981500
"SAN FRANCISCO","ONE - FIFTY PARKER AVE",6981542
"SAN FRANCISCO","OUR LADY OF THE VISIT",6981559
"SAN FRANCISCO","PRESIDIO HILL SCH",6981609
"SAN FRANCISCO","SACRED HEART SCH",6981633
"SAN FRANCISCO","ST ANNE SCH",6981658
"SAN FRANCISCO","ST ANTHONY'S IMMACULA",6981666
"SAN FRANCISCO","ST BRENDAN ELEMENTARY",6981674
"SAN FRANCISCO","SAINT BRIGID SCHOOL",6981682
"SAN FRANCISCO","SAINT CECILIA'S",6981690
"SAN FRANCISCO","ST CHARLES SCH",6981708
"SAN FRANCISCO","MEGAN FURTH ACADEMY",6981716
"SAN FRANCISCO","ST ELIZABETH SCHOOL",6981724
"SAN FRANCISCO","ST EMYDIUS SCH",6981732
"SAN FRANCISCO","SAINT FINN BARR",6981740
"SAN FRANCISCO","ST GABRIEL ELEMENTARY",6981765
"SAN FRANCISCO","SAINT JAMES",6981773
"ALAMEDA","STIVERS ACADEMY",6981849
"SACRAMENTO","ST MICHAEL'S EPISCOPAL DAY SCHOOL",6981914
"SAN BENITO","HOLLISTER SDA CHRTN",6981922
"SAN BENITO","SACRED HEART PARISH SCHOOL",6981930
"SAN BERNARDINO","SACRED HEART PARISH SCHOOL",6981948
"SAN BERNARDINO","SAN BERNARDINO CHRTN",6981955
"SAN FRANCISCO","SAINT MARY STEM CATHOLIC SCHOOL",6981997
"SOLANO","HOLY SPIRIT",6982037
"SOLANO","ST BASIL'S",6982045
"SOLANO","ST DOMINIC",6982052
"SOLANO","ST VINCENT FERRER SCHOOL",6982060
"LOS ANGELES","SAINT JEANNE DE LESTO",6982102
"LOS ANGELES","GRACE CHRISTIAN ELEME",6982128
"LOS ANGELES","LOS ANGELES ADVENTIST ACADEMY",6982177
"LOS ANGELES","MAIMONIDES ACADEMY",6982193
"LOS ANGELES","MARIE FEGAN",6982235
"LOS ANGELES","MONTEBELLO CHRTN SCH",6982300
"LOS ANGELES","MONTESSORI  -  CLAREMON",6982318
"LOS ANGELES","TURNING POINT",6982342
"LOS ANGELES","LUTH SCH OF FOOTHILLS",6982359
"LOS ANGELES","NAZARENE",6982375
"LOS ANGELES","NORWALK CHRISTIAN ACADEMY",6982425
"LOS ANGELES","NORWALK CHRISTIAN",6982433
"LOS ANGELES","ORALINGUA SCH FOR TH",6982458
"LOS ANGELES","PACIFIC OAKS CHILDREN",6982508
"LOS ANGELES","PASADENA TOWN AND COU",6982524
"LOS ANGELES","PENINSULA CHRTN",6982540
"LOS ANGELES","PINECREST SCHOOLS - NORTHRIDGE",6982573
"LOS ANGELES","OAK TREE CHILDREN'S C",6982581
"LOS ANGELES","PLURALISTIC",6982599
"LOS ANGELES","POVERELLO OF ASSISI PRESCHOOL",6982615
"LOS ANGELES","PRIMANTI MONTESSORI",6982623
"LOS ANGELES","CROSSROADS ELEMENTARY",6982680
"LOS ANGELES","ST JAMES PARISH DAY",6982714
"LOS ANGELES","SAINT JAMES WILSHIRE",6982730
"LOS ANGELES","DE LA SALLE",6982748
"LOS ANGELES","ANITA OAKS ELEM/Foothill Oaks Academy",6982755
"LOS ANGELES","ST MARK'S ELEM",6982763
"LOS ANGELES","ST MARK'S LUTHERAN EL",6982771
"LOS ANGELES","ST MARK'S ELEMENTARY",6982805
"LOS ANGELES","ST MARTIN - IN - THE - FIEL",6982813
"LOS ANGELES","ST MATTHEW'S PARISH SCHOOL",6982821
"LOS ANGELES","ST PETER'S EPISCOPAL",6982862
"LOS ANGELES","ST TIMOTHY'S EPISCOPA",6982870
"LOS ANGELES","SALEM LUTHERAN ELEM",6982888
"LOS ANGELES","SAN GABRIEL CHRISTIAN",6982904
"LOS ANGELES","SAN GABRIEL MISSION E",6982912
"LOS ANGELES","SONRISE CHRISTIAN",6982920
"LOS ANGELES","SANTA FE SPRINGS CHRT",6982938
"LOS ANGELES","CULVER CITY ADVENTIST",6982946
"LOS ANGELES","SANTA MONICA MONTESSO",6982953
"LOS ANGELES","SEQUOYAH ELEM",6982979
"LOS ANGELES","SYCAMORE GROVE ELEM",6983019
"LOS ANGELES","SYLMAR LIGHT & LIFE C",6983027
"LOS ANGELES","SOUTH BAY JR ACAD",6983076
"LOS ANGELES","SOUTH HILLS ACADEMY",6983084
"LOS ANGELES","FIRST LUTHERAN",6983126
"LOS ANGELES","TRINITY CHRTN ELEM",6983142
"LOS ANGELES","CURTIS",6983167
"LOS ANGELES","FAIRFIELD ELEM",6983191
"LOS ANGELES","VIEWPOINT ELEM",6983217
"LOS ANGELES","WALDEN SCHOOL",6983233
"LOS ANGELES","WESTLAND ELEM",6983241
"LOS ANGELES","WESTMINSTER ACAD",6983258
"LOS ANGELES","WEST VALLEY CHRTN ACA",6983274
"LOS ANGELES","WHITE MEMORIAL ADVENT",6983282
"LOS ANGELES","WILMINGTON CHRISTIAN SCHOOL",6983290
"LOS ANGELES","PENINSULA HERITAGE",6983316
"LOS ANGELES","KADIMA HEBREW ACAD",6983373
"ORANGE","IVY CREST MONTESSORI PRIVATE SCHOOL",6983407
"LOS ANGELES","PINECREST -  WOODLAND HILLS",6983449
"SANTA CLARA","THE HARKER SCHOOL",6983522
"SONOMA","REDWOOD CHRTN SCH",6983670
"SONOMA","SAINT EUGENE'S ELEM",6983712
"SONOMA","ST VINCENT DE PAUL ELEMENTARY SCHOOL",6983720
"SONOMA","RINCON VALLEY CHRTN",6983738
"STANISLAUS","OUR LADY OF FATIMA",6983837
"STANISLAUS","SACRED HEART ELEMENTARY",6983852
"STANISLAUS","ST STANISLAUS ELEM",6983860
"STANISLAUS","TURLOCK CHRISTIAN ELEMENTARY",6983878
"SUTTER","TWIN RIVERS CHARTER S",6983894
"SUTTER","ST ISIDORE CATHOLIC SCHOOL",6983902
"TEHAMA","COMMUNITY CHRTN ELEM",6983928
"TEHAMA","SACRED HEART PARISH S",6983944
"TULARE","GEORGE MCCANN ELEM",6983993
"TULARE","ST ALOYSIUS",6984025
"TULARE","SAINT ANN ELEM",6984033
"TULARE","ST PAUL'S SCHOOL",6984041
"TULARE","SIERRA VIEW JUNIOR AC",6984058
"TULARE","ZION EVANGELICAL LUTH",6984066
"LOS ANGELES","DR SUN YAT SEN CHINES",6984124
"LOS ANGELES","ABC LITTLE SCHOOL VAN",6984173
"ORANGE","MONTESSORI GREENHOUSE",6984249
"TUOLUMNE","MOTHER LODE ADVENTIST",6984280
"VENTURA","ASCENSION LUTHERAN SC",6984298
"VENTURA","CARDEN CONEJO SCHOOL",6984306
"VENTURA","CONEJO ADVENTIST ELM",6984314
"VENTURA","HUENEME CHRISTIAN SCHOOL",6984348
"VENTURA","LINDA VISTA ADVENTIST ELEM",6984355
"VENTURA","MONICA ROS SCHOOL",6984363
"VENTURA","OUR LADY OF THE ASSUMPTION",6984389
"VENTURA","ST ANTHONY'S SCH",6984413
"VENTURA","ST PATRICK'S EPISCOPAL DAY SCHOOL",6984421
"VENTURA","ST PAUL'S EPISCOPAL P",6984439
"YOLO","HOLY ROSARY SCH",6984488
"YOLO","OUR LADY OF GRACE",6984504
"YOLO","ST JAMES ELEMENTARY",6984512
"YUBA","NOTRE DAME",6984561
"SAN DIEGO","REFORMATION LUTHERAN",6984587
"LOS ANGELES","NEW AVE ED CTR",6984603
"LOS ANGELES","THE NEIGHBOR SCHOOL",6984702
"LOS ANGELES","PENINSULA MONTESSORI",6984744
"LOS ANGELES","LYRIC KDGN",6984751
"LOS ANGELES","ALPHA KDGN",6985907
"LOS ANGELES","KIDS LEARN N' PLAY",6985915
"LOS ANGELES","BRIARWOOD KDGN & PS",6986053
"LOS ANGELES","CANOGA PARK PRESCHOOL AND KINDERGARTEN",6986095
"LOS ANGELES","CARDEN OF THE FOOTHIL",6986111
"LOS ANGELES","LOVE DAY PRIMARY",6986244
"LOS ANGELES","FOUNTAIN DAY SCHOOL",6986285
"LOS ANGELES","FRENCH KINDERGARTEN",6986301
"LOS ANGELES","GLENDALE MONTESSORI K",6986327
"LOS ANGELES","HADLEY",6986343
"LOS ANGELES","HAPPY DAY",6986350
"LOS ANGELES","HOLLYWOOD LITTLE RED",6986400
"LOS ANGELES","JOYLAND KDGN",6986442
"LOS ANGELES","LINDLEY OAKS MERITOR",6986509
"LOS ANGELES","KIRK O THE VALLEY KDG",6986517
"LOS ANGELES","SAVOY JR ACADEMY",6986558
"LOS ANGELES","MAPLE AVE KDGN",6986590
"LOS ANGELES","MUSIC BOX P S",6986657
"LOS ANGELES","ABRAHAM JOSHUA HESCHEL DAY SCHOOL",6986673
"LOS ANGELES","SPOONFUL OF SUGAR",6986715
"LOS ANGELES","KINDER - CARE #219",6986723
"LOS ANGELES","ST ANTHONY KDGN",6986756
"LOS ANGELES","PARTNERS IN LRNG",6986780
"LOS ANGELES","TEMPLE ISAIAH PRESCHO",6986814
"LOS ANGELES","CHILDREN'S WORLD KIND",6986830
"LOS ANGELES","VAN NESS CHILDREN'S K",6986855
"SAN DIEGO","TRI - CITY CHRTN SCH",6987002
"SAN FRANCISCO","HOLY FAMILY DAY HOME",6987051
"SAN FRANCISCO","MOTHER GOOSE SCH",6987085
"SAN JOAQUIN","MOKELUMNE RIVER",6987168
"CONTRA COSTA","YGNACIO VALLEY CHRTN",6987242
"KERN","HERITAGE ACADEMY",6987291
"KERN","RIDGECREST CHRTN",6987309
"ORANGE","SANTA CLARA KDGN",6987374
"ORANGE","INTERNATIONAL CHRISTIAN MONTESSORI ACADEMY OF ORANGE",6987424
"ORANGE","CHILD'S TIME CHILDREN",6987440
"SAN MATEO","ACACIA",6987580
"SANTA CLARA","SOUTH PENINSULA HEBRE",6987721
"SAN DIEGO","FRANCIS PARKER SCHOOL",6987770
"SAN MATEO","PENINSULA CHRISTIAN S",6987796
"SAN BERNARDINO","PACIFIC COAST",6987879
"SAN BERNARDINO","PEPPER CREEK SCH",6987929
"SAN DIEGO","FAITH COMMUNITY",6987945
"SANTA CRUZ","GATEWAY",6988018
"SANTA CRUZ","GREEN VALLEY CHRISTIAN SCHOOL",6988026
"VENTURA","MARY LAW PRIVATE SCH",6988125
"SAN DIEGO","GILLISPIE SCHOOL, THE",6988166
"LOS ANGELES","CTR FOR EARLY EDUCATI",6988190
"ORANGE","BEL AIR MONTESSORI",6988208
"ORANGE","CYPRESS MONTESSORI KD",6988224
"ORANGE","SHORELINE CHRISTIAN SCHOOL",6988240
"ORANGE","HERITAGE OAK PRIVATE",6988257
"RIVERSIDE","RIVERSIDE MONTESSORI ACADEMY",6988299
"NEVADA","MT ST MARY'S ELEM",6988315
"LOS ANGELES","HICKORY TREE SCHOOL",6988406
"MARIN","MARIN WALDORF SCH",6988448
"LOS ANGELES","WOODLAND HILLS PRIVATE SCHOOL",6988513
"LOS ANGELES","WESTCHESTER LUTHERAN",6988554
"ALAMEDA","BLACK PINE CIRCLE",6989784
"CONTRA COSTA","CALVARY TEMPLE CHRISTIAN SCHOOL",6989867
"HUMBOLDT","CHRTN SCH OF ARCATA",6989925
"LOS ANGELES","PRAIRIE PLAYLAND KDGN",6990600
"LOS ANGELES","CRESTVIEW PREPARATORY",6990618
"LOS ANGELES","KINDER - CARE #465",6990642
"LOS ANGELES","SUNSHINE",6990659
"LOS ANGELES","GARDENA CHRTN ACAD",6990691
"LOS ANGELES","VALLEY PRESBYTERIAN ELEMENTARY",6990717
"ORANGE","FOOTHILL MONTESSORI",6990741
"SAN MATEO","HIGHLANDS CHRTN",6990865
"SAN FRANCISCO","BIG CITY MONTESSORI",6991061
"SANTA BARBARA","MONTESSORI CENTER",6991111
"SAN DIEGO","LA MESA CHRTN ELEM",6991186
"SAN FRANCISCO","MARIA MONTESSORI SCH",6991277
"SAN DIEGO","WARREN - WALKER -  POINT LOMA",6991319
"ORANGE","BUMBLE BEE CHRTN LEAR",6991327
"SANTA CLARA","GARILAN HILLS ACADEMY",6991368
"SANTA CLARA","KEYS SCH",6991376
"SANTA CLARA","OLD ORCHARD SCHOOL",6991384
"ORANGE","TEMPLE BETH SHOLOM KD",6991665
"ORANGE","FULLERTON CHILD DEVEL",6991723
"ORANGE","CHILDREN'S LEARNING C",6991764
"ORANGE","LA PALMA CHRTN SCH",6991772
"ORANGE","MARANTHA CHRTN ACAD",6991798
"ORANGE","SLATER MONTESSORI ACA",6991814
"ORANGE","PLA - SKOOL IN THE PINE",6991855
"LOS ANGELES","ALOHA SCH INC",6991889
"LOS ANGELES","K ANTHONY",6991897
"LOS ANGELES","BELL GARDENS CHRISTIAN ELEMENTARY",6991913
"LOS ANGELES","BUSY BEES WONDERLAND",6991921
"LOS ANGELES","FRANCES HATCH",6992044
"LOS ANGELES","HACIENDA CHRTN",6992069
"LOS ANGELES","NORMANDIE CHRISTIAN",6992119
"LOS ANGELES","NEW WORLD MONTESSORI",6992176
"LOS ANGELES","MONTESSORI CHILDREN'S ACADEMY",6992192
"LOS ANGELES","PINECREST - VALENCIA",6992242
"SANTA CLARA","CARDEN ACADEMY OF ALMADEN",6992325
"SAN DIEGO","SANTA FE MONTESSORI",6992507
"ORANGE","MONTESSORI OF BREA",6992986
"LOS ANGELES","MONTESSORI OF M B  -  P",6993018
"LOS ANGELES","BONNIE DAY NURSERY",6993109
"ORANGE","YORBA LINDA PRESCHHOL",6993125
"SAN DIEGO","THE CHILDREN'S SCHOOL",6993166
"SACRAMENTO","CORDOVA P S & K",6993216
"LOS ANGELES","HAPPYLAND KDGN",6993448
"LOS ANGELES","HARVARD PS & KDGN",6993521
"LOS ANGELES","CHILDREN'S COMMUNITY",6993554
"LOS ANGELES","LOS ALTOS BRETHREN SCHOOL",6993620
"LOS ANGELES","MARIE FEGAN",6993653
"SAN DIEGO","KINDER - CARE #466",6993679
"KERN","MONTESSORI CHILDREN'S",6993711
"SONOMA","BRUSH CREEK MONTESSORI",6993745
"ORANGE","MONTESSORI GREENHOUSE",6993752
"ALAMEDA","MONTESSORI SCHOOL OF",6993778
"MENDOCINO","WALDORF SCH OF MENDOC",6993794
"SHASTA","NORTH VALLEY CHRTN",6993828
"SANTA BARBARA","NOTRE DAME",6993836
"SAN BERNARDINO","ONTARIO CHRISTIAN ELEMENTARY",6993885
"SAN FRANCISCO","PACIFIC PRIMARY",6993919
"ORANGE","PAGE SCH  OF GARDEN",6993927
"LOS ANGELES","PLAYHOUSE SCH",6993984
"LOS ANGELES","CHILD TIME CHILDREN'S",6994008
"LOS ANGELES","REDEEMER ALT",6994057
"ALAMEDA","SAINT VINCENTS' DAY HOME",6994107
"SONOMA","SANTA ROSA CHRTN",6994123
"SONOMA","SUMMERFIELD WALDORF S",6994164
"SANTA CLARA","SIERRA",6994172
"LOS ANGELES","VIAVERA CHRISTIAN SCH",6994255
"SANTA CLARA","VILLA MONTESSORI",6994263
"LOS ANGELES","WOODLAND HILLS PRIVAT",6994339
"LOS ANGELES","YOUNG PEOPLE'S VILLAG",6994347
"LOS ANGELES","NEW HORIZON CHRTN",6994396
"SAN DIEGO","FALLBROOK COUNTRY DAY",6994461
"EL DORADO","CAMERON PARK MONTESSO",6994487
"LOS ANGELES","BOULEVARD",6994495
"ALAMEDA","WALDEN CENTER AND SCHOOL",6994651
"VENTURA","CAMARILLO CHRTN SCH",6994743
"LOS ANGELES","WILDWOOD",6994792
"CONTRA COSTA","CHRTN CTR",6994818
"LOS ANGELES","STEPPING STONES PRE - S",6994842
"LOS ANGELES","ESCUELA ELEMENTARY CE",6994883
"LOS ANGELES","Echo Center",6994966
"LOS ANGELES","PACIFIC COAST KDGN",6994974
"LOS ANGELES","EMMANUEL ACADEMY OF B",6995377
"LOS ANGELES","PALM TINY TOT KDGN",6995427
"ALAMEDA","REDWOOD CHRTN  -  CROSS",6995450
"SAN DIEGO","LAKESIDE PRESBYTERIAN",6995492
"LOS ANGELES","ALSC KINDERGARTEN",6995518
"ALAMEDA","REDWOOD DAY",6995542
"ALAMEDA","WOODROE WOODS",6995559
"ALAMEDA","OUR SAVIOR LUTH",6995583
"ALAMEDA","PETER PAN",6995591
"ALAMEDA","FOUNTAINHEAD MONTESSO",6995641
"CONTRA COSTA","CONCORDIA SCHOOL",6995658
"SACRAMENTO","DMV CHILD CARE & DEVE",6995898
"ORANGE","CARDEN OF HUNTINGTON",6995906
"RIVERSIDE","GLEN AVON CHRTN",6995930
"SACRAMENTO","CAROUSEL",6995963
"SAN DIEGO","CHRISTIAN ELEMENTARY",6996003
"SAN DIEGO","CHULA VISTA CHRTN SCH",6996011
"SAN DIEGO","MARIA MONTESSORI SCHOOL",6996045
"SAN DIEGO","MT MIGUEL LEARNING CE",6996052
"SAN MATEO","MONTESSORI SCH OF LIN",6996185
"SANTA CLARA","CALVARY CHAPEL CHRIST",6996243
